Company,Source / Entry point,Sector/Industry,HQ / Locations,Employee count / Size,Website,General email,Phone,LinkedIn URL,HR/People contact (name),HR contact title,HR contact email,HR mailbox (confirmed),HR contact email — inferred (pattern + basis),"CEO/Leadership (name, small cos)",Leadership email,Source(s),Relevance note,Status,All emails found (verbatim),Inferred emails (pattern + basis)
Construcciones Mecánicas Aragonesas (CMASA),"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",CNC machining + certified welding,Zaragoza,medium,https://cmasa.com,,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://cmasa.com","Batch-5 directory candidate (broadened filter): CNC machining + certified welding, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@cmasa.com (inferred)
Metromecánica,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Industrial metrology + integration (auto),Zaragoza (Malpica),medium,https://www.metromecanica.com,metromecanica@metromecanica.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://www.metromecanica.com","Batch-5 directory candidate (broadened filter): Industrial metrology + integration (auto), Zaragoza (Malpica). Assess corporate-housing fit/size.",partial,metromecanica@metromecanica.com,Pattern undetermined
Miasa,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",High-precision machining of aluminium auto parts,Zuera (Zaragoza),medium,https://www.miasa.com,miasa@miasa.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://www.miasa.com","Batch-5 directory candidate (broadened filter): High-precision machining of aluminium auto parts, Zuera (Zaragoza). Assess corporate-housing fit/size.",partial,miasa@miasa.com,Pattern undetermined
Castro Rodrigo,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Plastic injection / rotomoulding / extrusion,Zaragoza,small-medium,https://www.castro-rodrigo.es,,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://www.castro-rodrigo.es","Batch-5 directory candidate (broadened filter): Plastic injection / rotomoulding / extrusion, Zaragoza. Assess corporate-housing fit/size.",list-only,None found verbatim,info@castro-rodrigo.es (inferred)
Insonorizantes Pelzer,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Acoustic insulation for vehicles,Zaragoza (Malpica),medium,https://www.pelzer.de,igarcia@pelzer.es,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://www.pelzer.de","Batch-5 directory candidate (broadened filter): Acoustic insulation for vehicles, Zaragoza (Malpica). Assess corporate-housing fit/size.",partial,igarcia@pelzer.es,Pattern undetermined
Mecanus (Mecanizados Ejea),"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Machining / laser cutting / metal fab (auto),Ejea de los Caballeros (Zaragoza),small-medium,https://mecanus.com,jallue@mecanus.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://mecanus.com","Batch-5 directory candidate (broadened filter): Machining / laser cutting / metal fab (auto), Ejea de los Caballeros (Zaragoza). Assess corporate-housing fit/size.",partial,jallue@mecanus.com,Pattern undetermined
Diapol,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Polyurethane foam cutting/transformation,Cadrete (Zaragoza),small-medium,https://www.diapol.es,diapol@diapol.es,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://www.diapol.es","Batch-5 directory candidate (broadened filter): Polyurethane foam cutting/transformation, Cadrete (Zaragoza). Assess corporate-housing fit/size.",partial,diapol@diapol.es,Pattern undetermined
GMP,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Custom machines / auto automation & maintenance,Zaragoza (PLAZA),small-medium,https://www.gmp.biz,,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://www.gmp.biz","Batch-5 directory candidate (broadened filter): Custom machines / auto automation & maintenance, Zaragoza (PLAZA). Assess corporate-housing fit/size.",list-only,None found verbatim,info@gmp.biz (inferred)
NablaDot,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Green hydrogen / energy engineering,Zaragoza,small,https://nabladot.com,contacto_web@nabladot.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://nabladot.com","Batch-5 directory candidate (broadened filter): Green hydrogen / energy engineering, Zaragoza. Assess corporate-housing fit/size.",partial,contacto_web@nabladot.com,Pattern undetermined
IASOL,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV developer/EPC/O&M,Zaragoza,medium,https://iasol.es,info@iasol.es,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://iasol.es","Batch-5 directory candidate (broadened filter): Solar PV developer/EPC/O&M, Zaragoza. Assess corporate-housing fit/size.",partial,info@iasol.es,Pattern undetermined
Sisener Ingenieros,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Energy engineering / substations,Zaragoza,medium (~115),https://sisener.com,general@sisener.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://sisener.com","Batch-5 directory candidate (broadened filter): Energy engineering / substations, Zaragoza. Assess corporate-housing fit/size.",partial,general@sisener.com,Pattern undetermined
GEVS Ingeniería Aplicada,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Energy / electrical engineering,Zaragoza,small-medium,https://gevs.net,gevs@gevs.net,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://gevs.net","Batch-5 directory candidate (broadened filter): Energy / electrical engineering, Zaragoza. Assess corporate-housing fit/size.",partial,gevs@gevs.net,Pattern undetermined
Prodia Ingeniería,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Engineering (civil + renewables),Zaragoza,small,https://prodiaingenieria.es,info@prodiaingenieria.es,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://prodiaingenieria.es","Batch-5 directory candidate (broadened filter): Engineering (civil + renewables), Zaragoza. Assess corporate-housing fit/size.",partial,info@prodiaingenieria.es,Pattern undetermined
Energía Solar Aragón (ESA),"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV + wind installer,Zaragoza,small,https://energiasolararagon.com,esa@energiasolararagon.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://energiasolararagon.com","Batch-5 directory candidate (broadened filter): Solar PV + wind installer, Zaragoza. Assess corporate-housing fit/size.",partial,esa@energiasolararagon.com,Pattern undetermined
Abance Renovables,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV / biomass / renewables,Zaragoza,small,https://abancerenovables.es,abance@abanceinstalaciones.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://abancerenovables.es","Batch-5 directory candidate (broadened filter): Solar PV / biomass / renewables, Zaragoza. Assess corporate-housing fit/size.",partial,abance@abanceinstalaciones.com,Pattern undetermined
Montegar,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Electrical + solar PV,Zaragoza (PLAZA),medium,https://montegar.es,info@montegar.es,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://montegar.es","Batch-5 directory candidate (broadened filter): Electrical + solar PV, Zaragoza (PLAZA). Assess corporate-housing fit/size.",partial,info@montegar.es,Pattern undetermined
Enerland Group,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV developer/EPC/O&M,Zaragoza (PLAZA),medium,https://enerlandgroup.com,info@enerlandgroup.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://enerlandgroup.com","Batch-5 directory candidate (broadened filter): Solar PV developer/EPC/O&M, Zaragoza (PLAZA). Assess corporate-housing fit/size.",partial,info@enerlandgroup.com,Pattern undetermined
Inycom Energy,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Energy engineering / green hydrogen,Zaragoza (PLAZA),large,https://inycomenergy.com,inycomenergy@inycom.es,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://inycomenergy.com","Batch-5 directory candidate (broadened filter): Energy engineering / green hydrogen, Zaragoza (PLAZA). Assess corporate-housing fit/size.",partial,inycomenergy@inycom.es,Pattern undetermined
Brial,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV + wind + biomass developer,Zaragoza,medium,https://brial.es,info@brial.es,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://brial.es","Batch-5 directory candidate (broadened filter): Solar PV + wind + biomass developer, Zaragoza. Assess corporate-housing fit/size.",partial,info@brial.es,Pattern undetermined
Texla Renovables,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Renewables O&M / technical services,Zaragoza,medium,https://texlarenovables.com,info@texlarenovables.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://texlarenovables.com","Batch-5 directory candidate (broadened filter): Renewables O&M / technical services, Zaragoza. Assess corporate-housing fit/size.",partial,info@texlarenovables.com,Pattern undetermined
SolarTec Renovables (Actus Energy),"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV,Cuarte de Huerva (Zaragoza),medium,https://solartecrenovables.com,,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://solartecrenovables.com","Batch-5 directory candidate (broadened filter): Solar PV, Cuarte de Huerva (Zaragoza). Assess corporate-housing fit/size.",list-only,None found verbatim,info@solartecrenovables.com (inferred)
Climaelec,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV engineering,Cuarte de Huerva (Zaragoza),small,https://climaelec.net,info@climaelec.net,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://climaelec.net","Batch-5 directory candidate (broadened filter): Solar PV engineering, Cuarte de Huerva (Zaragoza). Assess corporate-housing fit/size.",partial,info@climaelec.net,Pattern undetermined
Casvisol,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Solar PV industrial,Ejea de los Caballeros (Zaragoza),small,https://casvisol.com,info@casvisol.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://casvisol.com","Batch-5 directory candidate (broadened filter): Solar PV industrial, Ejea de los Caballeros (Zaragoza). Assess corporate-housing fit/size.",partial,info@casvisol.com,Pattern undetermined
Pinedo Proyectos e Ingeniería,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13)",Engineering + solar PV,Zaragoza,small,https://pinedoproyectos.com,info@pinedoproyectos.com,,,,,,,,,,"Directory harvest (clusters/poligonos: renewables, datacenter/ICT, automotive, footwear, agri, print/furniture) + web - batch 5 (2026-06-13); https://pinedoproyectos.com","Batch-5 directory candidate (broadened filter): Engineering + solar PV, Zaragoza. Assess corporate-housing fit/size.",partial,info@pinedoproyectos.com,Pattern undetermined
